date,tank,parents,population,parent_number,gravel,length_mm,image_id,notes
2023-03-23,EK8x9,EK8x9,cool,two,2,14,2367,
2023-03-23,EK8x9,EK8x9,cool,two,2,10,2367,
2023-03-23,DX11x13,DX11x13,warm,two,1,27,2368,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,1,10,2368,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,1,14,2368,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,1,21,2368,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,1,14,2368,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,2,21,2369,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,2,4.5,2369,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,2,28,2369,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,2,11,2369,very diatom fouled
2023-03-23,DX11x13,DX11x13,warm,two,2,18,2369,very diatom fouled
2023-03-23,DX13x14,DX13x14,warm,two,1,26,2372,
2023-03-23,DX13x14,DX13x14,warm,two,1,10,2372,
2023-03-23,DX13x14,DX13x14,warm,two,1,6,2372,
2023-03-23,DX13x14,DX13x14,warm,two,1,28,2372,
2023-03-23,DX13x14,DX13x14,warm,two,1,17,2372,
2023-03-23,DX13x14,DX13x14,warm,two,2,9,2373,
2023-03-23,DX13x14,DX13x14,warm,two,2,12,2373,
2023-03-23,DX13x14,DX13x14,warm,two,2,19,2373,
2023-03-23,DX13x14,DX13x14,warm,two,2,3,2373,
2023-03-23,DX13x14,DX13x14,warm,two,2,14,2373,
2023-03-23,DX9x10,DX9x10,warm,two,1,14,2374,
2023-03-23,DX9x10,DX9x10,warm,two,1,19,2374,
2023-03-23,DX9x10,DX9x10,warm,two,1,6,2374,
2023-03-23,DX9x10,DX9x10,warm,two,1,11,2374,
2023-03-23,DX9x10,DX9x10,warm,two,1,20,2374,
2023-03-23,DX9x10,DX9x10,warm,two,2,16,2375,
2023-03-23,DX9x10,DX9x10,warm,two,2,5,2375,
2023-03-23,DX9x10,DX9x10,warm,two,2,23,2375,
2023-03-23,DX9x10,DX9x10,warm,two,2,11.5,2375,
2023-03-23,DX9x10,DX9x10,warm,two,2,12,2375,
2023-03-23,DX10x11,DX10x11,warm,two,1,34,2376,
2023-03-23,DX10x11,DX10x11,warm,two,1,18,2376,
2023-03-23,DX10x11,DX10x11,warm,two,1,6,2376,
2023-03-23,DX10x11,DX10x11,warm,two,1,12,2376,
2023-03-23,DX10x11,DX10x11,warm,two,1,37,2376,
2023-03-23,DX10x11,DX10x11,warm,two,2,30,2377,
2023-03-23,DX10x11,DX10x11,warm,two,2,7,2377,
2023-03-23,DX10x11,DX10x11,warm,two,2,22,2377,
2023-03-23,DX10x11,DX10x11,warm,two,2,13,2377,
2023-03-23,DX10x11,DX10x11,warm,two,2,23,2377,
2023-03-23,EK9x10,EK9x10,cool,two,1,25,2378,
2023-03-23,EK9x10,EK9x10,cool,two,1,13,2378,
2023-03-23,EK9x10,EK9x10,cool,two,1,25,2378,
2023-03-23,EK9x10,EK9x10,cool,two,1,15,2378,
2023-03-23,EK9x10,EK9x10,cool,two,1,8,2378,
2023-03-23,EK9x10,EK9x10,cool,two,2,33,2379,
2023-03-23,EK9x10,EK9x10,cool,two,2,25,2379,
2023-03-23,EK9x10,EK9x10,cool,two,2,12,2379,
2023-03-23,EK9x10,EK9x10,cool,two,2,20,2379,
2023-03-23,EK9x10,EK9x10,cool,two,2,31,2379,
2023-03-23,EK10x11,EK10x11,cool,two,1,25,2380,
2023-03-23,EK10x11,EK10x11,cool,two,1,11,2380,
2023-03-23,EK10x11,EK10x11,cool,two,1,7,2380,
2023-03-23,EK10x11,EK10x11,cool,two,1,14,2380,
2023-03-23,EK10x11,EK10x11,cool,two,1,18,2380,
2023-03-23,EK10x11,EK10x11,cool,two,2,9,2381,
2023-03-23,EK10x11,EK10x11,cool,two,2,18,2381,
2023-03-23,EK10x11,EK10x11,cool,two,2,10,2381,
2023-03-23,EK10x11,EK10x11,cool,two,2,12,2381,
2023-03-23,EK10x11,EK10x11,cool,two,2,7,2381,
2023-03-23,EKFull2,EKFull2,cool,ten,1,22,2382,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,1,13,2382,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,1,8,2382,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,1,24,2382,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,1,11,2382,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,2,23,2383,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,2,9,2383,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,2,11,2383,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,2,15,2383,quite diatom fouled
2023-03-23,EKFull2,EKFull2,cool,ten,2,11,2383,quite diatom fouled
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"no more rocks to measure in tank, all used"
2023-03-23,EK3x4,EK3x4,cool,two,1,25,2384,
2023-03-23,EK3x4,EK3x4,cool,two,1,18,2384,
2023-03-23,EK3x4,EK3x4,cool,two,1,7,2384,
2023-03-23,EK3x4,EK3x4,cool,two,1,13,2384,
2023-03-23,EK3x4,EK3x4,cool,two,1,23,2384,
2023-03-23,EK3x4,EK3x4,cool,two,2,41,2385,
2023-03-23,EK3x4,EK3x4,cool,two,2,10,2385,
2023-03-23,EK3x4,EK3x4,cool,two,2,32,2385,
2023-03-23,EK3x4,EK3x4,cool,two,2,22,2385,
2023-03-23,EK3x4,EK3x4,cool,two,2,7,2385,
2023-03-23,EK4x5,EK4x5,cool,two,1,36,2386,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,1,14,2386,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,1,4,2386,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,1,20,2386,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,1,14,2386,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,2,34,2387,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,2,13,2387,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,2,5.5,2387,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,2,31,2387,very diatom fouled
2023-03-23,EK4x5,EK4x5,cool,two,2,23,2387,very diatom fouled
2023-03-23,DX2x4,DX2x4,warm,two,1,41,2388,
2023-03-23,DX2x4,DX2x4,warm,two,1,9,2388,
2023-03-23,DX2x4,DX2x4,warm,two,1,29,2388,
2023-03-23,DX2x4,DX2x4,warm,two,1,14,2388,
2023-03-23,DX2x4,DX2x4,warm,two,1,24,2388,
2023-03-23,DX2x4,DX2x4,warm,two,2,40,2389,
2023-03-23,DX2x4,DX2x4,warm,two,2,19,2389,
2023-03-23,DX2x4,DX2x4,warm,two,2,4,2389,
2023-03-23,DX2x4,DX2x4,warm,two,2,14,2389,
2023-03-23,DX2x4,DX2x4,warm,two,2,30,2389,
2023-03-23,DX4x6,DX4x6,warm,two,1,15,2390,
2023-03-23,DX4x6,DX4x6,warm,two,1,13,2390,
2023-03-23,DX4x6,DX4x6,warm,two,1,3,2390,
2023-03-23,DX4x6,DX4x6,warm,two,1,9,2390,
2023-03-23,DX4x6,DX4x6,warm,two,1,9,2390,
2023-03-23,DX4x6,DX4x6,warm,two,2,24,2391,
2023-03-23,DX4x6,DX4x6,warm,two,2,19,2391,
2023-03-23,DX4x6,DX4x6,warm,two,2,14,2391,
2023-03-23,DX4x6,DX4x6,warm,two,2,6,2391,
2023-03-23,DX4x6,DX4x6,warm,two,2,10,2391,
2023-03-23,DX6x8,DX6x8,warm,two,1,28,2392,
2023-03-23,DX6x8,DX6x8,warm,two,1,18,2392,
2023-03-23,DX6x8,DX6x8,warm,two,1,7,2392,
2023-03-23,DX6x8,DX6x8,warm,two,1,27,2392,
2023-03-23,DX6x8,DX6x8,warm,two,1,16,2392,
2023-03-23,DX6x8,DX6x8,warm,two,2,4,2393,
2023-03-23,DX6x8,DX6x8,warm,two,2,13,2393,
2023-03-23,DX6x8,DX6x8,warm,two,2,11,2393,
2023-03-23,DX6x8,DX6x8,warm,two,2,7,2393,
2023-03-23,DX6x8,DX6x8,warm,two,2,13,2393,
2023-03-23,DX8x9,DX8x9,warm,two,1,45,2394,
2023-03-23,DX8x9,DX8x9,warm,two,1,36,2394,
2023-03-23,DX8x9,DX8x9,warm,two,1,10,2394,
2023-03-23,DX8x9,DX8x9,warm,two,1,28,2394,
2023-03-23,DX8x9,DX8x9,warm,two,1,12,2394,
2023-03-23,DX8x9,DX8x9,warm,two,2,6,2395,
2023-03-23,DX8x9,DX8x9,warm,two,2,19,2395,
2023-03-23,DX8x9,DX8x9,warm,two,2,20,2395,
2023-03-23,DX8x9,DX8x9,warm,two,2,12,2395,
2023-03-23,DX8x9,DX8x9,warm,two,2,3,2395,
2023-03-23,EK5x6,EK5x6,cool,two,1,17,2396,
2023-03-23,EK5x6,EK5x6,cool,two,1,3,2396,
2023-03-23,EK5x6,EK5x6,cool,two,1,17,2396,
2023-03-23,EK5x6,EK5x6,cool,two,1,7,2396,
2023-03-23,EK5x6,EK5x6,cool,two,1,19,2396,
2023-03-23,EK5x6,EK5x6,cool,two,2,18,2397,
2023-03-23,EK5x6,EK5x6,cool,two,2,12,2397,
2023-03-23,EK5x6,EK5x6,cool,two,2,7,2397,
2023-03-23,EK5x6,EK5x6,cool,two,2,3,2397,
2023-03-23,EK5x6,EK5x6,cool,two,2,8,2397,
2023-03-23,EK6x7,EK6x7,cool,two,1,13,2398,some green algae on rock
2023-03-23,EK6x7,EK6x7,cool,two,1,8,2398,some green algae on rock
2023-03-23,EK6x7,EK6x7,cool,two,1,5,2398,some green algae on rock
2023-03-23,EK6x7,EK6x7,cool,two,1,13,2398,some green algae on rock
2023-03-23,EK6x7,EK6x7,cool,two,1,9,2398,some green algae on rock
2023-03-23,EK6x7,EK6x7,cool,two,2,40,2399,
2023-03-23,EK6x7,EK6x7,cool,two,2,27,2399,
2023-03-23,EK6x7,EK6x7,cool,two,2,14,2399,
2023-03-23,EK6x7,EK6x7,cool,two,2,4,2399,
2023-03-23,EK6x7,EK6x7,cool,two,2,15,2399,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,10,2400,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,7,2400,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,10,2400,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,3,2400,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,5,2400,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,14,2401,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,8,2401,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,4,2401,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,10,2401,
2023-03-23,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,8,2401,
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,4,2402,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,36,2402,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,18,2402,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,38,2402,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,25,2402,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,27,2403,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,7,2403,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,13,2403,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,38,2403,quite diatom fouled
2023-03-23,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,13,2403,quite diatom fouled
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,52,2473,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,23,2473,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,71,2473,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,8,2473,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,22,2473,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,72,2474,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,4.5,2474,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,33,2474,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,9,2474,
2023-04-04,EK Full 4,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,52,2474,
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,30,2475,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,12,2475,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,5,2475,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,24,2475,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,17,2475,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,20,2476,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,10,2476,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,2.5,2476,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,15,2476,very diatom fouled
2023-04-04,DX Full 4,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,8,2476,very diatom fouled
2023-04-04,EK11x12,EK11x12,cool,two,1,49,2477,
2023-04-04,EK11x12,EK11x12,cool,two,1,22,2477,
2023-04-04,EK11x12,EK11x12,cool,two,1,10,2477,
2023-04-04,EK11x12,EK11x12,cool,two,1,17,2477,
2023-04-04,EK11x12,EK11x12,cool,two,1,46,2477,
2023-04-04,EK11x12,EK11x12,cool,two,2,20,2478,
2023-04-04,EK11x12,EK11x12,cool,two,2,7,2478,
2023-04-04,EK11x12,EK11x12,cool,two,2,20,2478,
2023-04-04,EK11x12,EK11x12,cool,two,2,11,2478,
2023-04-04,EK11x12,EK11x12,cool,two,2,10,2478,
2023-04-04,EK3x12,EK3x12,cool,two,1,13,2479,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,1,22,2479,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,1,5,2479,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,1,7.5,2479,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,1,11,2479,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,2,22,2480,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,2,13,2480,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,2,17,2480,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,2,4,2480,sparse kelp on rocks
2023-04-04,EK3x12,EK3x12,cool,two,2,9.5,2480,sparse kelp on rocks
2023-04-04,DX14x15,DX14x15,warm,two,1,17,2481,
2023-04-04,DX14x15,DX14x15,warm,two,1,22,2481,
2023-04-04,DX14x15,DX14x15,warm,two,1,8,2481,
2023-04-04,DX14x15,DX14x15,warm,two,1,13,2481,
2023-04-04,DX14x15,DX14x15,warm,two,1,23,2481,
2023-04-04,DX14x15,DX14x15,warm,two,2,36,2482,
2023-04-04,DX14x15,DX14x15,warm,two,2,21,2482,
2023-04-04,DX14x15,DX14x15,warm,two,2,10,2482,
2023-04-04,DX14x15,DX14x15,warm,two,2,15,2482,
2023-04-04,DX14x15,DX14x15,warm,two,2,3,2482,
2023-04-04,DX2x15,DX2x15,warm,two,1,34,2483,
2023-04-04,DX2x15,DX2x15,warm,two,1,25,2483,
2023-04-04,DX2x15,DX2x15,warm,two,1,5,2483,
2023-04-04,DX2x15,DX2x15,warm,two,1,11,2483,
2023-04-04,DX2x15,DX2x15,warm,two,1,20,2483,
2023-04-04,DX2x15,DX2x15,warm,two,2,22,2484,
2023-04-04,DX2x15,DX2x15,warm,two,2,13,2484,
2023-04-04,DX2x15,DX2x15,warm,two,2,12,2484,
2023-04-04,DX2x15,DX2x15,warm,two,2,6,2484,
2023-04-04,DX2x15,DX2x15,warm,two,2,13,2484,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,72,2485,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,22,2485,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,43,2485,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,10,2485,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,19,2485,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,53,2486,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,32,2486,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,20,2486,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,3,2486,
2023-04-04,EKFull3,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,33,2486,
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,28,2487,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,17,2487,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,4,2487,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,11,2487,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,18,2487,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,30,2488,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,14,2488,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,6,2488,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,12,2488,very diatom fouled
2023-04-04,DXFull3,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,16,2488,very diatom fouled
2023-04-04,EK7x8,EK7x8,cool,two,1,60,2489,
2023-04-04,EK7x8,EK7x8,cool,two,1,28,2489,
2023-04-04,EK7x8,EK7x8,cool,two,1,7,2489,
2023-04-04,EK7x8,EK7x8,cool,two,1,16,2489,
2023-04-04,EK7x8,EK7x8,cool,two,1,26,2489,
2023-04-04,EK7x8,EK7x8,cool,two,2,38,2490,
2023-04-04,EK7x8,EK7x8,cool,two,2,16,2490,
2023-04-04,EK7x8,EK7x8,cool,two,2,4,2490,
2023-04-04,EK7x8,EK7x8,cool,two,2,20,2490,
2023-04-04,EK7x8,EK7x8,cool,two,2,14,2490,
2023-04-04,EK8x9,EK8x9,cool,two,1,93,2491,
2023-04-04,EK8x9,EK8x9,cool,two,1,30,2491,
2023-04-04,EK8x9,EK8x9,cool,two,1,11,2491,
2023-04-04,EK8x9,EK8x9,cool,two,1,14,2491,
2023-04-04,EK8x9,EK8x9,cool,two,1,31,2491,
2023-04-04,EK8x9,EK8x9,cool,two,2,52,2492,
2023-04-04,EK8x9,EK8x9,cool,two,2,37,2492,
2023-04-04,EK8x9,EK8x9,cool,two,2,12,2492,
2023-04-04,EK8x9,EK8x9,cool,two,2,7,2492,
2023-04-04,EK8x9,EK8x9,cool,two,2,42,2492,
2023-04-04,DX11x13,DX11x13,warm,two,1,29,2493,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,1,9,2493,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,1,12,2493,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,1,9,2493,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,1,29,2493,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,2,42,2494,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,2,21,2494,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,2,5,2494,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,2,12,2494,very diatom fouled
2023-04-04,DX11x13,DX11x13,warm,two,2,21,2494,very diatom fouled
2023-04-04,DX13x14,DX13x14,warm,two,1,64,2496,
2023-04-04,DX13x14,DX13x14,warm,two,1,20,2496,
2023-04-04,DX13x14,DX13x14,warm,two,1,36,2496,
2023-04-04,DX13x14,DX13x14,warm,two,1,6,2496,
2023-04-04,DX13x14,DX13x14,warm,two,1,17,2496,
2023-04-04,DX13x14,DX13x14,warm,two,2,24,2497,
2023-04-04,DX13x14,DX13x14,warm,two,2,10,2497,
2023-04-04,DX13x14,DX13x14,warm,two,2,4,2497,
2023-04-04,DX13x14,DX13x14,warm,two,2,22,2497,
2023-04-04,DX13x14,DX13x14,warm,two,2,19,2497,
2023-04-04,DX9x10,DX9x10,warm,two,1,24,2498,
2023-04-04,DX9x10,DX9x10,warm,two,1,13,2498,
2023-04-04,DX9x10,DX9x10,warm,two,1,5.5,2498,
2023-04-04,DX9x10,DX9x10,warm,two,1,15,2498,
2023-04-04,DX9x10,DX9x10,warm,two,1,22,2498,
2023-04-04,DX9x10,DX9x10,warm,two,2,30,2499,
2023-04-04,DX9x10,DX9x10,warm,two,2,3,2499,
2023-04-04,DX9x10,DX9x10,warm,two,2,17,2499,
2023-04-04,DX9x10,DX9x10,warm,two,2,13,2499,
2023-04-04,DX9x10,DX9x10,warm,two,2,25,2499,
2023-04-04,DX10x11,DX10x11,warm,two,1,92,2500,
2023-04-04,DX10x11,DX10x11,warm,two,1,20,2500,
2023-04-04,DX10x11,DX10x11,warm,two,1,5,2500,
2023-04-04,DX10x11,DX10x11,warm,two,1,38,2500,
2023-04-04,DX10x11,DX10x11,warm,two,1,47,2500,
2023-04-04,DX10x11,DX10x11,warm,two,2,43,2501,
2023-04-04,DX10x11,DX10x11,warm,two,2,32,2501,
2023-04-04,DX10x11,DX10x11,warm,two,2,7,2501,
2023-04-04,DX10x11,DX10x11,warm,two,2,37,2501,
2023-04-04,DX10x11,DX10x11,warm,two,2,16,2501,
2023-04-04,EK9x10,EK9x10,cool,two,1,36,2502,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,1,23,2502,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,1,5.5,2502,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,1,23,2502,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,1,18,2502,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,2,81,2503,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,2,43,2503,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,2,8,2503,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,2,15,2503,tank has a thin diatom-y film on surface of water
2023-04-04,EK9x10,EK9x10,cool,two,2,29,2503,tank has a thin diatom-y film on surface of water
2023-04-04,EK10x11,EK10x11,cool,two,1,36,2504,
2023-04-04,EK10x11,EK10x11,cool,two,1,22.5,2504,
2023-04-04,EK10x11,EK10x11,cool,two,1,6,2504,
2023-04-04,EK10x11,EK10x11,cool,two,1,17,2504,
2023-04-04,EK10x11,EK10x11,cool,two,1,13,2504,
2023-04-04,EK10x11,EK10x11,cool,two,2,37,2505,
2023-04-04,EK10x11,EK10x11,cool,two,2,4,2505,
2023-04-04,EK10x11,EK10x11,cool,two,2,21,2505,
2023-04-04,EK10x11,EK10x11,cool,two,2,16,2505,
2023-04-04,EK10x11,EK10x11,cool,two,2,31,2505,
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,28,2506,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,13,2506,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,19,2506,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,4,2506,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,7,2506,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,36,2507,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,14,2507,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,5,2507,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,24,2507,VERY fouled
2023-04-04,EKFull2,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,12,2507,VERY fouled
2023-04-04,EK3x4,EK3x4,cool,two,1,42,2508,
2023-04-04,EK3x4,EK3x4,cool,two,1,22,2508,
2023-04-04,EK3x4,EK3x4,cool,two,1,9,2508,
2023-04-04,EK3x4,EK3x4,cool,two,1,22,2508,
2023-04-04,EK3x4,EK3x4,cool,two,1,45,2508,
2023-04-04,EK3x4,EK3x4,cool,two,2,56,2509,
2023-04-04,EK3x4,EK3x4,cool,two,2,32,2509,
